host,interface,admin_status,oper_status,description,mac address,vlan
SWTC19AC01,-----,,,,-----------,----
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.8616.ac3f,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.861c.7de3,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.861e.e0ca,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.861f.8409,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.861f.840f,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.8621.929c,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.8622.03a1,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.8622.03b5,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.8622.0708,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.8622.070a,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.8622.070c,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.8622.0710,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.8622.0712,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.8622.0716,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.8622.0722,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.8622.0724,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.8622.0728,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.8622.0732,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.8622.0b5e,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.8622.0b62,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.862f.60ad,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",00e0.862f.61fb,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",408f.9d49.c878,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",643a.eaaa.abc0,200
SWTC19AC01,Vl200,up,up,OOB-Network,6879.0929.27e2,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",7cad.4fc1.7100,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",a83c.a557.b997,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",a83c.a557.c0b9,200
SWTC19AC01,Te2/0/40,up,up,"""Uplink - SWTC19AC15""",ac78.d1a7.caf8,200
SWTC19AC01,Tw1/0/35,up,up,"""DATA - Wired - 802.1x""",001b.0042.b10a,1119
SWTC19AC01,Tw2/0/21,up,up,"""DATA - Wired - 802.1x""",0090.8fd6.f037,1119
SWTC19AC01,Te1/0/41,up,up,"""AV - Wired - 802.1x""",00e0.c900.adaf,1119
SWTC19AC01,Te2/0/39,up,up,"""Zoom-Phones - Wired - 802.1x""",4825.670f.bf8f,1119
SWTC19AC01,Tw2/0/3,up,up,"""DATA - Wired - 802.1x""",4825.6716.12b6,1119
SWTC19AC01,Tw2/0/1,up,up,"""DATA - Wired - 802.1x""",4825.6716.12b7,1119
SWTC19AC01,Te1/0/39,up,up,"""Zoom-Phones - Wired - 802.1x""",4825.6716.12c8,1119
SWTC19AC01,Tw2/0/5,up,up,"""DATA - Wired - 802.1x""",4825.6716.12cc,1119
SWTC19AC01,Tw2/0/9,up,up,"""DATA - Wired - 802.1x""",4825.6716.1597,1119
SWTC19AC01,Tw2/0/11,up,up,"""DATA - Wired - 802.1x""",4825.6722.e8e9,1119
SWTC19AC01,Tw2/0/7,up,up,"""DATA - Wired - 802.1x""",4825.6722.e902,1119
SWTC19AC01,Tw2/0/13,,,,4825.6722.e960,1119
SWTC19AC01,Tw2/0/6,up,up,"""DATA - Wired - 802.1x""",4825.6722.e9a8,1119
SWTC19AC01,Tw2/0/19,up,up,"""DATA - Wired - 802.1x""",4825.6722.eb19,1119
SWTC19AC01,Tw2/0/25,up,up,"""DATA - Wired - 802.1x""",4825.6722.ee78,1119
SWTC19AC01,Tw2/0/15,up,up,"""DATA - Wired - 802.1x""",4825.6722.ef3d,1119
SWTC19AC01,Tw2/0/17,up,up,"""DATA - Wired - 802.1x""",4825.6722.f020,1119
